FECH; FOR.ACC ; ACTECA ; ACTECB ; ACTECC ; ACTECD ; ACTECE ; ACTECF ; ACTECG ; ACTECH ; ACTECI ; ACTECAJ ; ACTECAK ; ACTECL ; ACTECM ; ACTECN ; ACTECO ; ACTECZ ; TOT 
Enero_2021;CAIDA DE OBJETOS; 2 ; 1 ; 10 ; 28 ; 1 ; 40 ; 24 ; 3 ; 14 ; 1 ; 20 ; 6 ;; 2 ; 12 ;; 164 
Enero_2021;CAIDA DE PERSONAL DE ALTURA;; 1 ; 5 ; 10 ;; 24 ; 11 ; 1 ; 17 ;; 29 ; 4 ;; 3 ; 6 ;; 111 
Enero_2021;CAIDA DE PERSONAS A NIVEL;;; 9 ; 30 ; 1 ; 30 ; 16 ; 13 ; 43 ; 3 ; 43 ; 14 ; 2 ; 20 ; 9 ;; 233 
Enero_2021;CAIDA DE PERSONAS AL AGUA;;;;;;;;; 1 ;;;;;;;; 1 
Enero_2021;CHOQUE CONTRA OBJETO; 2 ;;; 29 ; 1 ; 11 ; 10 ;; 15 ;; 18 ; 1 ; 1 ; 5 ; 2 ;; 95 
Enero_2021;CHOQUE DE VEHICULOS;;; 1 ; 3 ;;;;;;; 1 ;;;;;; 5 
Enero_2021;CONTACTO CON CALOR;;; 1 ;;;; 2 ;;;; 2 ;;; 1 ; 3 ;; 9 
Enero_2021;CONTACTO CON ELECTRICIDAD;;;;;;;; 1 ;;;;;;;;; 1 
Enero_2021;CONTACTO CON FUEGO;;;; 2 ;;;; 1 ;;;;;;;;; 3 
Enero_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;; 1 ; 4 ;; 4 ; 1 ; 4 ; 1 ;; 1 ;;; 1 ;;; 17 
Enero_2021;CONTACTO CON PLAGUICIDAS;;;;;;;;;;; 1 ;;;;;; 1 
Enero_2021;CONTACTO CON PRODUCTOS QUIMICOS; 1 ;; 6 ; 9 ;; 2 ; 8 ; 1 ; 2 ; 1 ; 7 ;;; 1 ; 1 ;; 39 
Enero_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;;;;; 2 ; 1 ;;;;;;;;;; 3 
Enero_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 2 ; 2 ; 11 ; 73 ; 2 ; 62 ; 32 ; 2 ; 39 ; 1 ; 66 ; 14 ; 1 ; 1 ; 16 ;; 324 
Enero_2021;EXPLOSION O IMPLOSION;;;;;;;;;;; 1 ;;;;;; 1 
Enero_2021;EXPOSICION A PRODUCTOS QUIMICOS; 1 ;; 2 ; 3 ;; 2 ; 2 ;;;; 6 ;;; 1 ;;; 17 
Enero_2021;EXPOSICION AL CALOR;;;;;;;;;;; 1 ;;;; 1 ;; 2 
Enero_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 1 ;; 11 ; 65 ;; 50 ; 39 ; 3 ; 36 ; 1 ; 55 ; 17 ; 1 ; 4 ; 13 ;; 296 
Enero_2021;MORDEDURA DE ANIMALES;;; 1 ; 1 ;; 2 ; 1 ;; 2 ; 1 ; 3 ; 1 ;;;;; 12 
Enero_2021;PISADAS SOBRE OBJETO;;; 2 ; 5 ;; 11 ; 2 ;; 5 ;; 3 ; 2 ;; 1 ; 2 ;; 33 
Enero_2021;OTRAS FORMAS; 7 ; 13 ; 31 ; 228 ;; 103 ; 82 ; 14 ; 99 ; 6 ; 137 ; 23 ;; 53 ; 56 ;; 852 
Enero_2021; TOTAL ; 18 ; 17 ; 101 ; 526 ; 7 ; 370 ; 245 ; 43 ; 283 ; 17 ; 419 ; 87 ; 5 ; 96 ; 128 ;; 2,362 
Febrero_2021;AGRESION CON ARMAS;;;;; 1 ;;;; 1 ;; 4 ; 14 ;;;;; 20 
Febrero_2021;APRISIONAMIENTO O ATRAPAMIENTO; 1 ;; 1 ; 51 ;; 12 ; 24 ; 1 ; 10 ;; 16 ; 2 ;; 2 ; 10 ; 1 ; 131 
Febrero_2021;ATROPELLAMIENTO POR VEHICULOS;;;; 1 ;; 1 ; 1 ;; 2 ;; 1 ; 1 ;;;;; 7 
Febrero_2021;CAIDA DE OBJETOS; 2 ; 1 ; 8 ; 24 ;; 33 ; 11 ; 1 ; 18 ; 1 ; 24 ; 1 ;; 1 ; 14 ;; 139 
Febrero_2021;CAIDA DE PERSONAL DE ALTURA;; 1 ; 2 ; 9 ;; 9 ; 5 ;; 9 ; 1 ; 12 ; 3 ;; 2 ; 3 ;; 56 
Febrero_2021;CAIDA DE PERSONAS A NIVEL; 1 ;; 2 ; 36 ; 1 ; 23 ; 20 ; 7 ; 40 ; 1 ; 24 ; 7 ;; 14 ; 10 ; 1 ; 187 
Febrero_2021;CAIDA DE PERSONAS AL AGUA;;;;;; 2 ;;;;;;;;;;; 2 
Febrero_2021;CHOQUE CONTRA OBJETO; 1 ;; 5 ; 29 ; 1 ; 10 ; 12 ; 2 ; 15 ;; 15 ; 5 ;; 2 ; 5 ; 7 ; 109 
Febrero_2021;CONTACTO CON CALOR;;; 1 ; 4 ;; 1 ;;;;; 2 ;;;;;; 8 
Febrero_2021;CONTACTO CON ELECTRICIDAD;;; 1 ;;;;;;;; 1 ;;;;;; 2 
Febrero_2021;CONTACTO CON FUEGO;;;;;;;;;;; 1 ;;;;;; 1 
Febrero_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;; 1 ;;; 2 ; 1 ; 1 ; 2 ;; 1 ;;;;;; 8 
Febrero_2021;CONTACTO CON PLAGUICIDAS;;;; 1 ;;;;;;;;;;;;; 1 
Febrero_2021;CONTACTO CON PRODUCTOS QUIMICOS;;; 3 ; 15 ;; 4 ; 7 ; 1 ;;; 5 ; 2 ;; 1 ; 7 ;; 45 
Febrero_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;; 3 ;;; 2 ;;; 1 ;;;;;;;; 6 
Febrero_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 1 ;; 4 ; 83 ;; 34 ; 28 ; 2 ; 38 ;; 35 ; 3 ;; 11 ; 23 ; 1 ; 263 
Febrero_2021;EXPLOSION O IMPLOSION;;; 1 ; 3 ;;;;;;; 4 ;;;;;; 8 
Febrero_2021;EXPOSICION A PRODUCTOS QUIMICOS;;;; 1 ;;; 1 ; 1 ;;; 2 ;;; 1 ;;; 6 
Febrero_2021;EXPOSICION A RADIACIONES IONIZANTES;;;;;;;;;;;;;;; 1 ; 1 ; 2 
Febrero_2021;EXPOSICION A RADIACIONES NO IONIZANTES;;; 1 ;;; 1 ;;;;;;;;;;; 2 
Febrero_2021;EXPOSICION AL CALOR;;;;;;;;; 1 ;;;;;;;; 1 
Febrero_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 2 ; 1 ; 8 ; 46 ; 1 ; 38 ; 25 ; 3 ; 34 ;; 43 ; 13 ;; 6 ; 18 ; 2 ; 240 
Febrero_2021;INCENDIO;;;;;;;;; 1 ;;;;;;;; 1 
Febrero_2021;MORDEDURA DE ANIMALES;;;; 1 ;;; 1 ;; 1 ;; 3 ; 1 ;;; 2 ;; 9 
Febrero_2021;PISADAS SOBRE OBJETO;;; 1 ; 2 ;; 8 ; 1 ; 1 ; 6 ;; 5 ;;;;;; 24 
Febrero_2021;OTRAS FORMAS; 4 ; 5 ; 23 ; 154 ; 1 ; 64 ; 51 ; 12 ; 62 ; 3 ; 86 ; 12 ; 1 ; 97 ; 42 ; 2 ; 619 
Febrero_2021; TOTAL ; 12 ; 8 ; 65 ; 460 ; 5 ; 244 ; 188 ; 32 ; 241 ; 6 ; 284 ; 64 ; 1 ; 137 ; 135 ; 15 ; 1,897 
Marzo_2021;AGRESIÓN CON ARMAS; - ; - ; - ; - ; - ; - ; 1 ; - ; 2 ; - ; - ; 9 ; - ; - ; - ; - ; 12 
Marzo_2021;APRISIONAMIENTO O ATRAPAMIENTO; 1 ; 1 ; 6 ; 61 ; 1 ; 17 ; 9 ; - ; 10 ; - ; 25 ; 1 ; - ; 4 ; 4 ; - ; 140 
Marzo_2021;ATROPELLAMIENTO POR VEHÍCULOS; - ; - ; - ; - ; - ; - ; 1 ; - ; 1 ; - ; 2 ; - ; - ; - ; 2 ; - ; 6 
Marzo_2021;CAÍDA DE OBJETOS; 3 ; - ; 3 ; 23 ; 1 ; 41 ; 14 ; 2 ; 17 ; - ; 37 ; 1 ; 1 ; 3 ; 9 ; - ; 155 
Marzo_2021;CAÍDA DE PERSONAL DE ALTURA; - ; - ; 2 ; 14 ; 2 ; 25 ; 14 ; - ; 17 ; - ; 19 ; 11 ; - ; 3 ; 4 ; - ; 111 
Marzo_2021;CAÍDA DE PERSONAS A NIVEL; 3 ; 1 ; 4 ; 38 ; - ; 39 ; 23 ; 10 ; 46 ; 2 ; 37 ; 12 ; 2 ; 20 ; 13 ; 2 ; 252 
Marzo_2021;CAÍDA DE PERSONAS AL AGUA; - ; - ; - ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2 
Marzo_2021;CHOQUE CONTRA OBJETO; 1 ; - ; 2 ; 46 ; - ; 15 ; 14 ; 3 ; 20 ; 1 ; 12 ; 3 ; - ; 2 ; 5 ; 1 ; 125 
Marzo_2021;CHOQUE DE VEHÍCULOS; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; 2 
Marzo_2021;CONTACTO CON CALOR; - ; - ; - ; - ; - ; - ; 3 ; 1 ; - ; - ; 1 ; - ; - ; - ; - ; - ; 5 
Marzo_2021;CONTACTO CON ELECTRICIDAD; - ; - ; - ; 1 ; - ; - ; 1 ; - ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; 4 
Marzo_2021;CONTACTO CON FUEGO; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; 1 
Marzo_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES; - ; - ; - ; 7 ; - ; - ; 1 ; 4 ; - ; - ; 2 ; - ; - ; - ; - ; - ; 14 
Marzo_2021;CONTACTO CON PLAGUICIDAS; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Marzo_2021;CONTACTO CON PRODUCTOS QUÍMICOS; 3 ; - ; 2 ; 17 ; - ; 2 ; 6 ; - ; 1 ; - ; 14 ; 1 ; - ; 2 ; - ; - ; 48 
Marzo_2021;DERRUMBES O DESPLOMES DE INSTALACIONES; - ; - ; 2 ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; 3 
Marzo_2021;ESFUERZOS FÍSICOS O FALSOS MOVIMIENTOS; 2 ; - ; 9 ; 90 ; 1 ; 46 ; 40 ; 1 ; 42 ; 1 ; 56 ; 7 ; - ; 9 ; 19 ; 2 ; 325 
Marzo_2021;EXPLOSIÓN O IMPLOSIÓN; - ; - ; - ; 4 ; - ; 2 ; 1 ; - ; 2 ; - ; 3 ; - ; - ; - ; 2 ; - ; 14 
Marzo_2021;EXPOSICIÓN A PRODUCTOS QUÍMICOS; - ; - ; 4 ; 2 ; - ; - ; - ; - ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; 8 
Marzo_2021;EXPOSICIÓN A RADIACIONES IONIZANTES; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Marzo_2021;EXPOSICIÓN AL CALOR; - ; - ; - ; - ; - ; 2 ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; 3 
Marzo_2021;GOLPES POR OBJETOS (EXCEPTO CAÍDAS); - ; 2 ; 19 ; 78 ; 3 ; 61 ; 26 ; 4 ; 38 ; 2 ; 53 ; 15 ; - ; 7 ; 17 ; 1 ; 326 
Marzo_2021;INCENDIO; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; 1 ; - ; - ; - ; - ; - ; 2 
Marzo_2021;MORDEDURA DE ANIMALES; - ; - ; - ; - ; - ; 3 ; - ; - ; 1 ; 1 ; 2 ; - ; - ; 2 ; 1 ; - ; 10 
Marzo_2021;PISADAS SOBRE OBJETO; - ; - ; 1 ; 4 ; 1 ; 18 ; 3 ; - ; 8 ; - ; 5 ; 2 ; - ; - ; 5 ; - ; 47 
Marzo_2021;OTRAS FORMAS; 9 ; 3 ; 12 ; 237 ; 1 ; 89 ; 76 ; 8 ; 91 ; 3 ; 115 ; 29 ; - ; 86 ; 33 ; 6 ; 798 
Marzo_2021; TOTAL ; 22 ; 7 ; 66 ; 625 ; 10 ; 361 ; 233 ; 35 ; 300 ; 10 ; 388 ; 91 ; 3 ; 138 ; 114 ; 12 ; 2,415 
Abril_2021;AGRESION CON ARMAS;;;;;; 1 ; 1 ;; 2 ;; 2 ; 4 ;; 1 ;;; 11 
Abril_2021;APRISIONAMIENTO O ATRAPAMIENTO; 3 ;; 2 ; 49 ;; 13 ; 21 ;; 9 ; 1 ; 24 ; 4 ;; 9 ; 7 ;; 142 
Abril_2021;ATROPELLAMIENTO POR ANIMALES; 1 ;;;;;;;;;; 2 ; 1 ;;;;; 4 
Abril_2021;ATROPELLAMIENTO POR VEHICULOS;;; 1 ;;; 1 ;; 1 ; 2 ;; 4 ;;;;;; 9 
Abril_2021;CAIDA DE OBJETOS;;; 8 ; 29 ; 1 ; 44 ; 20 ; 1 ; 8 ;; 29 ; 4 ;; 3 ; 10 ; 2 ; 159 
Abril_2021;CAIDA DE PERSONAL DE ALTURA;;; 2 ; 8 ;; 15 ; 5 ;; 16 ;; 15 ; 9 ;; 2 ; 6 ;; 78 
Abril_2021;CAIDA DE PERSONAS A NIVEL; 2 ;; 2 ; 29 ; 1 ; 25 ; 20 ; 4 ; 38 ; 1 ; 50 ; 13 ;; 12 ; 8 ; 1 ; 206 
Abril_2021;CAIDA DE PERSONAS AL AGUA;;;;;; 1 ;; 1 ;;; 2 ;;;; 1 ;; 5 
Abril_2021;CHOQUE CONTRA OBJETO;;; 7 ; 25 ;; 13 ; 3 ; 2 ; 12 ;; 14 ; 1 ;; 4 ; 3 ;; 84 
Abril_2021;CHOQUE DE VEHICULOS;;;;;;;;; 1 ;; 3 ;;;;; 1 ; 5 
Abril_2021;CONTACTO CON CALOR;;; 1 ; 1 ;;;;; 1 ;; 2 ;;;;;; 5 
Abril_2021;CONTACTO CON ELECTRICIDAD; 1 ;;; 1 ;; 1 ;;; 2 ;; 2 ;;;;;; 7 
Abril_2021;CONTACTO CON FRIO;;; 1 ;;;;;;;;;;;;;; 1 
Abril_2021;CONTACTO CON FUEGO;;;; 1 ;;;; 2 ; 2 ;;;;;;;; 5 
Abril_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;; 1 ; 1 ;; 1 ; 1 ; 4 ; 1 ;; 4 ;;; 3 ; 1 ;; 17 
Abril_2021;CONTACTO CON PRODUCTOS QUIMICOS; 3 ;; 3 ; 17 ;; 2 ; 3 ;; 2 ;; 3 ; 1 ;; 1 ; 4 ;; 39 
Abril_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;;;;; 1 ;;;;; 1 ; 1 ;; 1 ;;; 4 
Abril_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 1 ;; 6 ; 57 ; 1 ; 42 ; 34 ; 2 ; 35 ;; 40 ; 13 ; 1 ; 5 ; 23 ;; 260 
Abril_2021;EXPLOSION O IMPLOSION;;; 1 ; 1 ;;;;; 1 ;;;;;;;; 3 
Abril_2021;EXPOSICION A PRODUCTOS QUIMICOS;;;;;; 2 ;;; 1 ;; 1 ;;;;;; 4 
Abril_2021;EXPOSICION A RADIACIONES NO IONIZANTES;;;;;;;;;;;;;;; 1 ;; 1 
Abril_2021;EXPOSICION AL CALOR;;;; 1 ;;;;;;;;;;;;; 1 
Abril_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 3 ;; 20 ; 54 ;; 34 ; 20 ; 2 ; 41 ;; 39 ; 22 ;; 5 ; 8 ; 2 ; 250 
Abril_2021;MORDEDURA DE ANIMALES;;; 1 ; 1 ;;; 1 ;;;; 1 ; 1 ;; 1 ; 1 ;; 7 
Abril_2021;PISADAS SOBRE OBJETO;;;; 3 ;; 7 ; 2 ;; 8 ;; 4 ; 3 ; 1 ;; 3 ;; 31 
Abril_2021;OTRAS FORMAS; 6 ; 3 ; 20 ; 245 ; 4 ; 84 ; 79 ; 15 ; 104 ; 1 ; 139 ; 27 ; 2 ; 87 ; 52 ; 4 ; 872 
Abril_2021; TOTAL ; 20 ; 3 ; 76 ; 523 ; 7 ; 287 ; 210 ; 34 ; 286 ; 3 ; 381 ; 104 ; 4 ; 134 ; 128 ; 10 ; 2,210 
Mayo_2021;AGRESION CON ARMAS;;; 1 ;;;; 1 ;; 4 ;; 2 ; 1 ;;;;; 9 
Mayo_2021;APRISIONAMIENTO O ATRAPAMIENTO;;; 11 ; 68 ;; 15 ; 18 ; 7 ; 11 ;; 24 ; 3 ; 1 ; 5 ; 3 ;; 166 
Mayo_2021;ATROPELLAMIENTO POR ANIMALES;;;; 2 ;;;;;;;;;;;; 1 ; 3 
Mayo_2021;ATROPELLAMIENTO POR VEHICULOS;;;;;;;; 1 ; 5 ;; 3 ; 3 ;;;;; 12 
Mayo_2021;CAIDA DE OBJETOS;;; 9 ; 22 ;; 27 ; 27 ; 1 ; 14 ;; 23 ; 13 ; 1 ;; 6 ; 1 ; 144 
Mayo_2021;CAIDA DE PERSONAL DE ALTURA; 2 ;; 4 ; 12 ;; 15 ; 9 ; 2 ; 16 ;; 23 ; 12 ;; 6 ; 5 ;; 106 
Mayo_2021;CAIDA DE PERSONAS A NIVEL; 1 ; 1 ; 13 ; 34 ;; 25 ; 34 ; 10 ; 36 ; 2 ; 59 ; 13 ;; 17 ; 19 ; 1 ; 265 
Mayo_2021;CHOQUE CONTRA OBJETO; 2 ; 2 ; 4 ; 32 ;; 9 ; 10 ;; 15 ;; 18 ; 1 ;; 6 ; 2 ; 1 ; 102 
Mayo_2021;CHOQUE DE VEHICULOS;;; 1 ;;;; 1 ;;;; 4 ;;;;;; 6 
Mayo_2021;CONTACTO CON CALOR;;;; 3 ;; 1 ; 1 ; 1 ;;; 2 ;;; 1 ; 1 ;; 10 
Mayo_2021;CONTACTO CON ELECTRICIDAD;;; 1 ; 3 ;; 1 ; 1 ;;;; 1 ;;;;; 1 ; 8 
Mayo_2021;CONTACTO CON FUEGO;;;;;;;; 1 ;;; 2 ;;;;;; 3 
Mayo_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;; 2 ; 6 ;;;; 1 ;;;;;;; 1 ;; 10 
Mayo_2021;CONTACTO CON PRODUCTOS QUIMICOS; 1 ;; 6 ; 13 ;;; 3 ;; 3 ;; 9 ;; 1 ; 1 ; 1 ;; 38 
Mayo_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;; 2 ;;; 4 ;;;;; 3 ;;; 1 ; 2 ;; 12 
Mayo_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 1 ; 1 ; 12 ; 84 ;; 37 ; 33 ; 2 ; 36 ; 2 ; 45 ; 5 ;; 15 ; 13 ; 1 ; 287 
Mayo_2021;EXPLOSION O IMPLOSION;;;; 1 ;;; 1 ;;;; 1 ;;;;;; 3 
Mayo_2021;EXPOSICION A PRODUCTOS QUIMICOS;;; 1 ; 2 ;; 1 ; 1 ;; 1 ;; 5 ;;;;;; 11 
Mayo_2021;EXPOSICION AL CALOR;;;;;; 1 ;;;;; 1 ;;;;;; 2 
Mayo_2021;EXPOSICION AL FRIO;;; 2 ;;;;;;;;;;;;;; 2 
Mayo_2021;FALLA EN MECANISMOS PARA TRABAJOS HIPERBARICOS;;;;;; 1 ;;;;;;;;;;; 1 
Mayo_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 5 ;; 35 ; 104 ; 1 ; 41 ; 40 ;; 36 ;; 43 ; 8 ;; 5 ; 21 ; 1 ; 340 
Mayo_2021;MORDEDURA DE ANIMALES;;;; 1 ;; 1 ; 2 ;; 2 ;; 6 ;;;;;; 12 
Mayo_2021;PISADAS SOBRE OBJETO;;; 1 ; 7 ;; 7 ; 1 ;; 9 ;; 6 ; 5 ;; 1 ; 3 ;; 40 
Mayo_2021;OTRAS FORMAS; 9 ; 12 ; 53 ; 226 ;; 88 ; 64 ; 16 ; 77 ;; 116 ; 39 ;; 71 ; 41 ; 4 ; 816 
Mayo_2021; TOTAL ; 21 ; 16 ; 158 ; 620 ; 1 ; 274 ; 247 ; 42 ; 265 ; 4 ; 396 ; 103 ; 3 ; 129 ; 118 ; 11 ; 2,408 
Junio_2021;AGRESION CON ARMAS; 1 ;;; 1 ;;; 1 ;;;; 2 ; 1 ;;;;; 6 
Junio_2021;APRISIONAMIENTO O ATRAPAMIENTO; 3 ;; 13 ; 34 ;; 5 ; 11 ;; 8 ;; 10 ;;; 1 ; 4 ;; 89 
Junio_2021;ATROPELLAMIENTO POR VEHICULOS;;; 1 ; 1 ;; 1 ; 1 ; 1 ;;; 2 ; 1 ;;;;; 8 
Junio_2021;CAIDA DE OBJETOS; 3 ;; 12 ; 21 ;; 19 ; 14 ; 4 ; 19 ;; 25 ; 9 ;;; 9 ; 1 ; 136 
Junio_2021;CAIDA DE PERSONAL DE ALTURA; 1 ;; 3 ; 7 ;; 8 ; 8 ;; 8 ; 1 ; 13 ; 5 ;; 2 ; 4 ; 3 ; 63 
Junio_2021;CAIDA DE PERSONAS A NIVEL; 5 ;; 7 ; 25 ;; 16 ; 11 ; 2 ; 31 ; 1 ; 33 ; 19 ;; 5 ; 7 ; 2 ; 164 
Junio_2021;CAIDA DE PERSONAS AL AGUA;;;;;;;;;;;; 1 ;;;;; 1 
Junio_2021;CHOQUE CONTRA OBJETO; 1 ;; 1 ; 15 ;; 5 ; 4 ;; 6 ;; 10 ; 2 ;; 2 ; 7 ;; 53 
Junio_2021;CHOQUE DE VEHICULOS;;; 3 ; 1 ;;; 1 ;;;;;;;;;; 5 
Junio_2021;CONTACTO CON CALOR;;;; 3 ;;;; 1 ;;; 1 ;;;;;; 5 
Junio_2021;CONTACTO CON ELECTRICIDAD;;; 1 ; 1 ; 1 ; 1 ;;;;; 1 ; 2 ;;; 1 ;; 8 
Junio_2021;CONTACTO CON FUEGO;;;; 1 ;;;;;;;;;;;;; 1 
Junio_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;; 1 ;;;; 1 ;;;; 1 ;;;; 1 ;; 4 
Junio_2021;CONTACTO CON PRODUCTOS QUIMICOS;;;; 6 ;; 1 ;; 1 ; 2 ;; 4 ;;;; 2 ;; 16 
Junio_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;; 5 ; 1 ;; 1 ;;; 1 ;;;;;;;; 8 
Junio_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 3 ;; 4 ; 51 ;; 24 ; 19 ; 1 ; 30 ;; 32 ; 6 ;; 1 ; 11 ;; 182 
Junio_2021;EXPLOSION O IMPLOSION;;; 1 ;;; 1 ;;; 2 ;;; 1 ;;;;; 5 
Junio_2021;EXPOSICION A PRODUCTOS QUIMICOS;;;; 2 ;;;;;;; 1 ;;;;;; 3 
Junio_2021;EXPOSICION A RADIACIONES IONIZANTES; 1 ;;;;;;;;;;;;;;;; 1 
Junio_2021;EXPOSICION AL CALOR; 1 ;;; 1 ;;;; 1 ;;;;;;;;; 3 
Junio_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 2 ; 1 ; 31 ; 30 ;; 24 ; 18 ; 3 ; 22 ;; 29 ; 7 ;; 2 ; 7 ; 1 ; 177 
Junio_2021;MORDEDURA DE ANIMALES;;;; 1 ;;;; 1 ; 3 ;; 1 ;;;;;; 6 
Junio_2021;PISADAS SOBRE OBJETO;;; 1 ; 5 ;; 16 ; 2 ;; 5 ;; 11 ;;; 1 ; 1 ;; 42 
Junio_2021;OTRAS FORMAS; 9 ; 5 ; 45 ; 235 ; 1 ; 54 ; 64 ; 19 ; 66 ;; 105 ; 14 ; 1 ; 21 ; 25 ;; 664 
Junio_2021; TOTAL ; 30 ; 6 ; 129 ; 442 ; 2 ; 176 ; 155 ; 34 ; 203 ; 2 ; 281 ; 68 ; 1 ; 35 ; 79 ; 7 ; 1,650 
Julio_2021;AGRESION CON ARMAS;;;;;;; 1 ;; 2 ;;; 4 ;;; 1 ;; 8 
Julio_2021;APRISIONAMIENTO O ATRAPAMIENTO; 1 ; 1 ; 10 ; 69 ; 1 ; 17 ; 19 ; 2 ; 16 ;; 24 ; 4 ;; 3 ; 7 ;; 174 
Julio_2021;ATROPELLAMIENTO POR ANIMALES;;; 1 ; 3 ;;;;;;; 2 ;;;;;; 6 
Julio_2021;ATROPELLAMIENTO POR VEHICULOS;; 1 ; 2 ; 1 ;;; 4 ;; 2 ;; 3 ;;;;;; 13 
Julio_2021;CAIDA DE OBJETOS; 1 ; 1 ; 14 ; 37 ; 2 ; 55 ; 28 ; 4 ; 30 ;; 43 ; 12 ;; 3 ; 9 ; 2 ; 241 
Julio_2021;CAIDA DE PERSONAL DE ALTURA; 3 ; 1 ; 5 ; 12 ; 2 ; 18 ; 8 ; 1 ; 16 ; 1 ; 24 ; 5 ;; 2 ; 8 ;; 106 
Julio_2021;CAIDA DE PERSONAS A NIVEL; 6 ; 2 ; 18 ; 44 ;; 44 ; 29 ; 8 ; 44 ; 2 ; 61 ; 28 ;; 22 ; 9 ; 1 ; 318 
Julio_2021;CHOQUE CONTRA OBJETO;;; 4 ; 24 ;; 18 ; 9 ; 4 ; 16 ;; 14 ; 3 ;; 3 ; 6 ;; 101 
Julio_2021;CHOQUE DE VEHICULOS;;; 6 ;;;; 1 ;;;; 1 ;;;;;; 8 
Julio_2021;CONTACTO CON CALOR;;;; 2 ;; 1 ; 2 ; 1 ;;; 1 ;;;; 1 ;; 8 
Julio_2021;CONTACTO CON ELECTRICIDAD;;; 2 ;;;; 2 ; 1 ;;; 3 ; 1 ;;; 2 ;; 11 
Julio_2021;CONTACTO CON FUEGO;;;; 3 ; 1 ;; 3 ; 1 ; 1 ;;;;;;;; 9 
Julio_2021;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;; 1 ; 5 ;; 2 ; 3 ; 2 ; 1 ;; 3 ;;; 1 ;;; 18 
Julio_2021;CONTACTO CON PRODUCTOS QUIMICOS;; 1 ; 1 ; 11 ;; 3 ; 4 ;; 2 ; 1 ; 7 ; 2 ;; 3 ; 2 ;; 37 
Julio_2021;DERRUMBES O DESPLOMES DE INSTALACIONES;;; 1 ;;; 1 ;;;;; 1 ;;;;;; 3 
Julio_2021;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 4 ; 1 ; 7 ; 67 ; 2 ; 74 ; 41 ; 3 ; 43 ;; 52 ; 10 ;; 14 ; 18 ; 2 ; 338 
Julio_2021;EXPLOSION O IMPLOSION;;; 1 ; 3 ;;; 2 ;; 1 ;;; 2 ;;;;; 9 
Julio_2021;EXPOSICION A PRODUCTOS QUIMICOS;;; 2 ; 1 ;; 2 ; 1 ;; 2 ;; 5 ;;;;;; 13 
Julio_2021;EXPOSICION AL CALOR;;; 1 ;;;;;;;; 1 ;;;;;; 2 
Julio_2021;GOLPES POR OBJETOS (EXCEPTO CAIDAS);; 2 ; 38 ; 75 ; 2 ; 63 ; 36 ; 3 ; 40 ;; 45 ; 24 ; 1 ; 12 ; 16 ; 1 ; 358 
Julio_2021;MORDEDURA DE ANIMALES;;;; 1 ;; 2 ; 3 ;; 2 ;; 3 ; 3 ;;;;; 14 
Julio_2021;PISADAS SOBRE OBJETO;;; 3 ; 2 ;; 4 ; 4 ;; 10 ;; 8 ; 4 ;; 1 ; 3 ;; 39 
